model,fpr,tpr,threshold,roc_auc
logistic_regression,0.04229406554472985,0.45728900255754473,0.769188914536643,0.8258292765251825
logistic_regression,0.04229406554472985,0.45831202046035807,0.7686439848679659,0.8258292765251825
logistic_regression,0.042515500442869794,0.45831202046035807,0.7686293920277758,0.8258292765251825
logistic_regression,0.042515500442869794,0.45933503836317136,0.767786665725007,0.8258292765251825
logistic_regression,0.04295837023914969,0.45933503836317136,0.7669890915788459,0.8258292765251825
logistic_regression,0.04295837023914969,0.46240409207161126,0.7637493791492641,0.8258292765251825
logistic_regression,0.04317980513728964,0.46240409207161126,0.7613118800555978,0.8258292765251825
logistic_regression,0.04317980513728964,0.4649616368286445,0.76040487452668,0.8258292765251825
logistic_regression,0.043401240035429584,0.4649616368286445,0.7603894846210676,0.8258292765251825
logistic_regression,0.043401240035429584,0.46547314578005117,0.7603727880599578,0.8258292765251825
logistic_regression,0.04362267493356953,0.46547314578005117,0.7600415499170609,0.8258292765251825
logistic_regression,0.04362267493356953,0.46751918158567773,0.757685199211808,0.8258292765251825
logistic_regression,0.04384410983170948,0.46751918158567773,0.7569129673780893,0.8258292765251825
logistic_regression,0.04384410983170948,0.4680306905370844,0.7562862242132274,0.8258292765251825
logistic_regression,0.04406554472984942,0.4680306905370844,0.7552311211877092,0.8258292765251825
logistic_regression,0.04406554472984942,0.47007672634271097,0.7522414005579837,0.8258292765251825
logistic_regression,0.04428697962798937,0.47007672634271097,0.7521781920985305,0.8258292765251825
logistic_regression,0.04428697962798937,0.47058823529411764,0.7521497154300097,0.8258292765251825
logistic_regression,0.04450841452612932,0.47058823529411764,0.7516021457397677,0.8258292765251825
logistic_regression,0.04450841452612932,0.4710997442455243,0.7515965513686376,0.8258292765251825
logistic_regression,0.04495128432240921,0.4710997442455243,0.7514796864404653,0.8258292765251825
logistic_regression,0.04495128432240921,0.4721227621483376,0.7509886934934429,0.8258292765251825
logistic_regression,0.045172719220549155,0.4721227621483376,0.7504080798869682,0.8258292765251825
logistic_regression,0.045172719220549155,0.4731457800511509,0.7496540481097002,0.8258292765251825
logistic_regression,0.045394154118689106,0.4731457800511509,0.7492353525564455,0.8258292765251825
logistic_regression,0.045394154118689106,0.47365728900255755,0.7490020760719833,0.8258292765251825
logistic_regression,0.045837023914969,0.47365728900255755,0.7489017591845187,0.8258292765251825
logistic_regression,0.045837023914969,0.47468030690537083,0.7488302427975707,0.8258292765251825
logistic_regression,0.046058458813108945,0.47468030690537083,0.7482353482003258,0.8258292765251825
logistic_regression,0.046058458813108945,0.4751918158567775,0.7477197342424439,0.8258292765251825
logistic_regression,0.04650132860938884,0.4751918158567775,0.746810017283744,0.8258292765251825
